0
"1,815 "
"1,900 "
"1,875 "
"1,950 "
"1,880 "
"2,400 "
"1,700 "
"2,775 "
"3,200 "
"2,269 "
"1,800 "
"2,500 "
"1,975 "
"3,950 "
"2,300 "
"3,385 "
"2,600 "
"3,400 "
"1,925 "
"2,445 "
"2,372 "
"1,195 "
"2,185 "
"11,742"
"2,011 "
"2,162 "
"2,600 "
"1,875 "
"2,900 "
"1,650 "
"2,300 "
"1,700 "
"1,750 "
"4,000 "
"5,000 "
"15,000"
"2,800 "
"2,550 "
"4,996 "
"6,900 "
"2,500 "
4115
"2,195 "
"1,100 "
3900
"3,500 "
"7,395 "
"4,000 "
"6,950 "
"2,500 "
"3,300 "
"9,250 "
"4,350 "
"2,400 "
"1,200 "
"1,450 "
4115
"1,200 "
"1,250 "
"1,100 "
"2,000 "
"1,350 "
"1,950 "
"1,850 "
"4,000 "
3465
"1,950 "
"1,800 "
"3,216 "
"1,450 "
"2,400 "
"1,300 "
"2,600 "
"2,400 "
"1,000 "
"5,350 "
"1,875 "
"1,500 "
"2,100 "
"1,350 "
"2,200 "
"2,500 "
"3,400 "
"3,700 "
"1,595 "
3595
"2,400 "
"2,200 "
"2,400 "
"1,300 "
"3,500 "
"9,250 "
"5,500 "
"8,500 "
"5,000 "
"2,800 "
"1,950 "
"2,400 "
"3,200 "
"5,500 "
"3,150 "
"1,350 "
"1,500 "
"1,300 "
"1,300 "
"1,900 "
"2,950 "
"1,150 "
4115
"5,200 "
"2,300 "
"1,645 "
"2,200 "
"2,275 "
"1,400 "
"2,700 "
"2,033 "
"2,500 "
"1,000 "
"4,500 "
"3,500 "
"1,250 "
"1,800 "
"1,800 "
"3,000 "
"2,300 "
"2,400 "
"1,200 "
"1,800 "
"4,300 "
"2,200 "
"1,900 "
"1,500 "
"3,500 "
"2,600 "
"1,575 "
1215
3900
3900
"1,500 "
3900
"1,100 "
1215
3465
"1,820 "
780
955
2730
1125
"2,250 "
"1,000 "
"2,600 "
"3,500 "
"4,250 "
"2,581 "
"1,600 "
"3,750 "
"2,138 "
"4,250 "
"2,581 "
"1,600 "
"3,750 "
"1,200 "
"1,050 "
"2,553 "
"2,600 "
"3,500 "
"1,150 "
"1,100 "
"2,200 "
"1,300 "
"2,000 "
"1,734 "
"2,000 "
"2,000 "
"2,000 "
"3,500 "
"2,800 "
"1,700 "
"2,000 "
"2,000 "
"2,000 "
"1,300 "
"1,235 "
"1,750 "
"1,600 "
"2,400 "
2815
"8,000 "
4115
"2,762 "
"12,550"
"2,850 "
"3,500 "
"1,300 "
"2,353 "
"1,900 "
"4,500 "
"1,800 "
"1,137 "
"2,250 "
"1,675 "
"1,700 "
"5,000 "
"20,000"
"2,600 "
"2,600 "
"2,000 "
"3,150 "
"5,000 "
"1,240 "
"2,950 "
"2,500 "
2600
"2,350 "
"1,428 "
"2,327 "
"1,750 "
"2,100 "
"2,250 "
"1,160 "
"1,950 "
"2,800 "
"2,100 "
"1,900 "
"1,029 "
"2,350 "
"1,597 "
"1,836 "
"1,538 "
"5,000 "
"2,100 "
"3,000 "
"2,600 "
"2,300 "
"2,300 "
"1,800 "
"2,300 "
"1,800 "
"2,300 "
"1,500 "
"2,320 "
"2,500 "
"1,800 "
3465
"1,800 "
"3,500 "
"2,100 "
"1,800 "
"3,485 "
"2,000 "
"2,500 "
"2,100 "
"3,000 "
3900
"3,100 "
"3,100 "
"2,050 "
"1,950 "
"5,000 "
"1,050 "
825
3465
"2,800 "
"1,300 "
"3,000 "
"1,300 "
"2,500 "
1735
4115
"1,807 "
"2,750 "
"2,600 "
"2,500 "
"2,750 "
"1,850 "
"2,690 "
"1,064 "
"2,500 "
"2,750 "
"2,500 "
"7,300 "
3900
"2,700 "
"1,000 "
"4,500 "
"2,600 "
"2,600 "
"3,950 "
"3,200 "
"2,300 "
"5,814 "
"2,300 "
"3,307 "
"2,473 "
"1,846 "
"2,300 "
"2,595 "
"2,195 "
3685
"2,750 "
"1,300 "
"1,750 "
"1,400 "
"2,090 "
"3,500 "
"2,705 "
"2,300 "
"3,000 "
"1,900 "
"2,600 "
"1,200 "
"1,000 "
"1,200 "
"1,100 "
3155
"3,100 "
"2,650 "
"2,500 "
3900
"3,000 "
"1,300 "
650
"1,600 "
"1,475 "
"3,500 "
"2,100 "
"2,400 "
"2,000 "
"2,250 "
"1,649 "
"2,508 "
"1,431 "
"2,600 "
"2,995 "
"3,069 "
3035
3685
3685
2815
"2,880 "
"2,880 "
"1,841 "
"3,200 "
"2,600 "
"2,100 "
"3,800 "
"3,495 "
"2,600 "
"5,000 "
"4,600 "
"1,609 "
"3,400 "
"3,195 "
"1,500 "
4115
"1,200 "
3900
"5,000 "
"2,500 "
"2,000 "
"3,500 "
"1,900 "
"3,500 "
"2,450 "
"2,450 "
"5,500 "
"1,400 "
"2,500 "
"1,200 "
"8,000 "
"2,700 "
"2,600 "
"5,745 "
"5,260 "
"2,600 "
"1,178 "
"1,996 "
"1,850 "
"2,875 "
"1,800 "
4115
"2,100 "
"2,400 "
"2,200 "
"2,495 "
"7,500 "
"5,500 "
"1,887 "
"1,500 "
"1,975 "
"1,300 "
"1,800 "
"3,600 "
"2,500 "
"4,500 "
"12,500"
"2,600 "
"1,700 "
"2,595 "
"1,100 "
"2,500 "
"4,500 "
"14,000"
"3,495 "
"3,495 "
4115
"2,300 "
"4,000 "
"2,500 "
3685
"1,500 "
"2,500 "
"2,443 "
"1,200 "
"1,000 "
"2,500 "
"1,300 "
4115
"1,300 "
"1,200 "
"1,586 "
"1,900 "
"10,000"
"1,150 "
"1,200 "
"1,500 "
"1,400 "
"1,300 "
"1,500 "
3120
"2,333 "
"2,400 "
"1,550 "
"3,000 "
1085
"1,300 "
3035
3815
"1,750 "
™Ãƒâ
"1,400 "
"1,200 "
"1,700 "
"1,500 "
"1,950 "
"2,150 "
3250
"1,000 "
"1,000 "
"1,200 "
"1,100 "
"1,200 "
"1,000 "
"4,200 "
"1,350 "
"1,000 "
"1,100 "
"3,540 "
"1,400 "
"4,500 "
"1,898 "
"1,200 "
"1,200 "
"1,200 "
"1,000 "
3900
2165
3555
3360
"4,700 "
"3,500 "
"1,450 "
"1,200 "
"1,050 "
4115
"1,890 "
"1,790 "
"9,000 "
"3,500 "
"2,500 "
"2,775 "
"3,050 "
"1,000 "
"1,800 "
3575
"1,000 "
"3,200 "
"2,700 "
"1,500 "
4115
"2,300 "
"1,738 "
"2,500 "
"4,500 "
"1,600 "
4245
"2,850 "
"4,000 "
"1,572)"
"2,350 "
"4,000 "
"1,263 "
"2,500 "
"3,400 "
4115
"2,800 "
"1,000 "
"1,750 "
"2,500 "
"1,200 "
"1,100 "
"2,000 "
"1,400 "
"1,200 "
"10,500"
"2,500 "
"2,100 "
"2,000 "
"3,500 "
"2,500 "
"2,900 "
"1,800 "
"1,800 "
"2,144 "
"2,200 "
"1,750 "
"2,950 "
"3,600 "
"3,250 "
"3,300 "
"1,650 "
3465
"2,250 "
"1,280 "
"1,850 "
"1,200 "
3575
"1,967 "
"1,698 "
435
"2,400 "
"2,800 "
"2,200 "
"1,150 "
"1,400 "
"2,167 "
"1,800 "
"1,500 "
"3,250 "
"3,200 "
"7,105 "
"3,000 "
"2,850 "
"1,300 "
"4,800 "
"1,700 "
"2,040 "
"1,400 "
"1,800 "
"2,500 "
"2,500 "
"1,700 "
2600
"1,600 "
"1,800 "
"2,000 "
"1,679 "
"1,400 "
"1,100 "
"1,400 "
865
"1,200 "
"1,200 "
3465
"1,200 "
"10,000"
"10,000"
"1,990 "
"2,511 "
"2,500 "
"2,100 "
"1,550 "
"5,500 "
"2,217 "
"2,750 "
"1,000 "
"1,368 "
"1,750 "
"2,350 "
"1,400 "
"1,400 "
"1,300 "
