0
"1,950 "
"1,880 "
"2,400 "
"1,900 "
"1,875 "
"1,815 "
"2,500 "
"1,800 "
"1,975 "
"4,250 "
"2,300 "
"3,385 "
"3,200 "
"2,380 "
"2,600 "
"3,400 "
"1,925 "
"2,445 "
"3,600 "
"1,250 "
"2,185 "
"11,742"
"2,011 "
"2,162 "
"2,600 "
"2,199 "
"1,456 "
"1,875 "
"2,900 "
"1,650 "
"2,300 "
"1,700 "
"1,750 "
"4,000 "
"2,195 "
"4,996 "
"7,395 "
"1,380 "
"4,000 "
"1,100 "
"2,800 "
"15,000"
"6,950 "
"2,500 "
"3,300 "
"9,250 "
"4,350 "
"5,000 "
"2,400 "
"1,200 "
"1,450 "
4115
"1,200 "
"2,500 "
"5,500 "
"1,250 "
"2,000 "
"1,950 "
"1,850 "
"1,350 "
4115
"1,100 "
"2,550 "
"1,350 "
"1,950 "
"2,500 "
"1,350 "
"2,300 "
"1,250 "
"3,150 "
"1,150 "
"5,350 "
4115
"1,500 "
"2,100 "
"4,500 "
1430
"2,500 "
"5,200 "
"2,300 "
"1,645 "
"2,200 "
"1,550 "
"1,400 "
"2,275 "
"2,600 "
"2,400 "
"1,814 "
"1,950 "
"2,750 "
"1,800 "
"1,800 "
"3,500 "
"3,216 "
"2,800 "
3685
"1,400 "
"4,000 "
"1,875 "
"2,700 "
"2,033 "
"2,500 "
"1,800 "
"1,000 "
"2,950 "
"1,950 "
"1,950 "
"2,500 "
"5,000 "
"8,500 "
"5,500 "
"9,250 "
"4,500 "
"3,500 "
"1,250 "
"1,800 "
"1,800 "
"3,000 "
"2,300 "
"2,400 "
"1,200 "
"1,800 "
"3,200 "
"3,200 "
"4,300 "
"2,200 "
"1,900 "
"1,500 "
"1,100 "
"3,500 "
"2,600 "
"2,500 "
"1,575 "
"2,400 "
"2,400 "
"2,200 "
1215
"2,200 "
3900
"2,950 "
"1,800 "
"1,250 "
3900
"2,000 "
"4,500 "
"1,500 "
"1,000 "
"2,400 "
"1,600 "
"1,100 "
"1,820 "
3465
"2,200 "
"3,700 "
"1,795 "
780
955
2730
1125
"1,000 "
"2,553 "
"1,150 "
"1,050 "
"1,100 "
"3,500 "
"1,200 "
3465
"1,050 "
"2,600 "
"1,200 "
"1,500 "
"1,400 "
"1,500 "
"1,950 "
4115
"1,500 "
"1,100 "
"1,650 "
"1,400 "
"1,200 "
1905
"1,860 "
"2,950 "
4115
"1,600 "
3685
435
"2,250 "
"1,600 "
"1,400 "
"4,000 "
"3,500 "
"3,500 "
"3,500 "
"1,590 "
"2,350 "
"5,500 "
"2,200 "
3900
"1,350 "
3465
"1,200 "
"3,000 "
"1,800 "
"1,350 "
"1,100 "
"1,000 "
3465
"4,500 "
3900
"1,100 "
"2,250 "
"2,300 "
"1,500 "
"1,622 "
"1,834 "
"2,330 "
"3,295 "
"4,488 "
"3,100 "
"2,650 "
"1,675 "
2600
"2,500 "
"1,995 "
"2,495 "
"1,950 "
"1,850 "
"1,500 "
"2,500 "
"1,200 "
"2,600 "
"2,495 "
"1,978 "
"2,500 "
"3,000 "
3685
"2,443 "
"1,000 "
"2,500 "
"1,300 "
"1,200 "
4115
"1,200 "
"10,000"
"1,586 "
"1,900 "
"1,200 "
"1,200 "
"1,450 "
3685
"1,100 "
3900
"1,900 "
"1,000 "
"2,000 "
"1,800 "
"2,650 "
"1,100 "
"2,130 "
"1,000 "
"1,450 "
"1,000 "
"2,400 "
"2,000 "
"1,820 "
780
"2,250 "
"1,000 "
3900
"5,000 "
"2,900 "
"1,300 "
3465
"1,700 "
"1,500 "
"2,473 "
"2,000 "
"2,850 "
"1,200 "
"1,600 "
"1,200 "
"3,200 "
"3,000 "
"1,836 "
"1,000 "
"1,200 "
"1,096 "
"1,100 "
"1,600 "
"1,200 "
"1,200 "
3685
"2,000 "
"1,200 "
"1,200 "
"6,000 "
"1,814 "
"2,100 "
2815
3685
3035
3685
"1,944 "
"2,150 "
"1,950 "
"1,850 "
"12,550"
"2,762 "
3900
3465
"1,100 "
"2,500 "
"1,250 "
"1,250 "
"1,250 "
"1,250 "
3465
"1,600 "
"2,000 "
"2,250 "
"1,700 "
"1,800 "
"2,100 "
"2,500 "
"1,800 "
"1,160 "
"1,649 "
"3,000 "
"2,950 "
"1,400 "
"5,000 "
2815
"2,355 "
"3,600 "
"3,400 "
"3,195 "
"1,400 "
"2,341 "
"2,600 "
"2,600 "
"2,100 "
"3,200 "
"1,100 "
"2,500 "
"1,400 "
"2,000 "
"2,000 "
"2,500 "
"2,500 "
"2,750 "
4115
"1,200 "
"1,200 "
"1,650 "
"1,200 "
"2,685 "
"2,150 "
"1,990 "
"2,400 "
"3,900 "
"1,400 "
3575
"3,250 "
"2,950 "
"2,200 "
"2,000 "
"3,500 "
"2,100 "
"2,144 "
"1,545 "
"1,800 "
"2,900 "
"1,800 "
"2,500 "
"2,500 "
"1,000 "
"2,595 "
"1,153 "
"1,100 "
"1,679 "
"2,000 "
4115
3900
"2,000 "
3465
4145
3465
"1,892 "
"1,400 "
3900
"1,800 "
"2,500 "
"2,400 "
"1,714 "
"1,139 "
"2,400 "
"2,750 "
"1,160 "
"3,495 "
"4,200 "
"2,600 "
"2,500 "
"2,000 "
"3,500 "
"1,900 "
"3,500 "
"2,600 "
"5,000 "
"5,000 "
"20,000"
"2,600 "
"2,000 "
"3,374 "
"1,250 "
"1,550 "
4115
3685
"1,000 "
"1,597 "
"1,000 "
"1,000 "
"2,300 "
"3,750 "
"4,500 "
"2,318 "
"2,600 "
"1,850 "
"2,950 "
"1,500 "
"2,500 "
"1,500 "
"2,095 "
"3,800 "
"1,841 "
"2,800 "
"2,300 "
"2,300 "
"2,600 "
"3,307 "
"5,814 "
"2,600 "
"4,500 "
"3,950 "
"2,400 "
"2,390 "
"2,390 "
"2,800 "
"10,000"
"10,000"
"2,750 "
"1,900 "
"10,000"
3900
3035
3900
"1,190 "
"1,898 "
"1,750 "
"1,500 "
"2,800 "
"1,800 "
"1,428 "
"2,300 "
"1,479 "
"2,327 "
"1,538 "
"1,950 "
"2,100 "
"5,000 "
"2,500 "
"2,100 "
"2,000 "
2600
"3,000 "
"2,300 "
"1,800 "
"2,350 "
"1,800 "
"1,900 "
"2,100 "
"1,029 "
"2,350 "
"3,500 "
"2,250 "
"2,600 "
"1,925 "
"1,836 "
"2,300 "
"1,800 "
"2,320 "
"1,900 "
"1,836 "
"2,100 "
"2,800 "
"1,240 "
"2,500 "
3900
3900
"1,200 "
"4,000 "
"7,000 "
"1,200 "
3465
"1,200 "
"1,200 "
"1,400 "
865
"1,100 "
"1,400 "
"5,000 "
"1,300 "
"3,500 "
"1,100 "
"3,100 "
"3,100 "
"1,137 "
"1,316 "
"3,000 "
"2,750 "
"1,000 "
"1,350 "
"1,300 "
"1,400 "
"1,200 "
"3,588 "
"3,069 "
"3,400 "
"2,600 "
"2,508 "
"2,500 "
"1,431 "
"1,800 "
"1,900 "
"2,705 "
"2,300 "
"2,500 "
"2,090 "
"2,600 "
"3,000 "
"2,850 "
"3,000 "
"2,450 "
"2,160 "
"1,200 "
"3,250 "
"3,000 "
"2,320 "
"3,788 "
"2,859 "
"1,749 "
"1,500 "
"3,500 "
"1,500 "
"2,200 "
"1,234 "
"1,398 "
"1,459 "
"1,340 "
"2,000 "
"1,480 "
"1,600 "
"1,200 "
"1,815 "
"1,800 "
"3,600 "
"2,500 "
"5,745 "
"1,178 "
"1,850 "
"2,600 "
"2,230 "
"8,000 "
"1,996 "
"2,700 "
"5,260 "
"2,875 "
"1,800 "
"1,287 "
"5,000 "
"1,939 "
"4,600 "
"2,650 "
"2,600 "
"1,336 "
"1,884 "
"2,450 "
"3,500 "
"4,500 "
"2,073 "
"1,850 "
"1,900 "
"1,532 "
"1,200 "
4170
"2,700 "
"2,100 "
"5,500 "
"7,500 "
"1,887 "
"1,250 "
"2,450 "
"1,200 "
4115
3900
"1,200 "
"3,000 "
"1,300 "
3975
3685
3035
"5,000 "
"2,450 "
"3,500 "
"9,000 "
"3,495 "
"2,500 "
"1,100 "
4040
"1,473 "
"1,163 "
"2,400 "
"2,200 "
"3,500 "
"2,800 "
"3,500 "
"2,400 "
"2,500 "
"2,500 "
"2,050 "
"1,680 "
"2,000 "
"2,500 "
"1,400 "
"4,200 "
"1,300 "
1105
"2,500 "
"4,500 "
"7,000 "
"1,800 "
"14,000"
2520
2780
4290
"1,780 "
"2,500 "
"1,300 "
"2,000 "
"1,550 "
"1,475 "
1300
"3,250 "
"1,650 "
"1,400 "
"1,200 "
"1,000 "
"1,500 "
"4,500 "
"2,800 "
"3,900 "
"2,995 "
"3,013 "
3250
"2,500 "
"2,167 "
"1,300 "
"1,400 "
"1,400 "
"2,200 "
"1,200 "
"2,690 "
"1,550 "
"1,750 "
"2,095 "
"3,050 "
"2,380 "
"2,775 "
"2,900 "
"2,000 "
"1,248 "
"1,100 "
"2,880 "
"2,217 "
"4,000 "
"1,300 "
"4,000 "
"1,500 "
3250
3790
"1,650 "
"2,880 "
"2,900 "
"7,105 "
"1,600 "
"1,350 "
4115
"2,500 "
"1,500 "
"2,450 "
"1,150 "
"2,000 "
"1,850 "
2165
"4,000 "
"3,500 "
"3,750 "
"4,000 "
4245
"1,000 "
"1,800 "
"1,000 "
"2,300 "
"3,500 "
"3,000 "
"2,850 "
"6,000 "
"3,500 "
"2,581 "
"1,850 "
"1,600 "
"1,450 "
"1,799 "
"3,750 "
"4,250 "
"1,843 "
"2,138 "
"2,800 "
"2,200 "
"2,400 "
"2,353 "
"1,900 "
"1,300 "
650
"1,600 "
"3,083 "
"3,000 "
"2,300 "
"2,000 "
"2,353 "
"2,400 "
"1,600 "
"3,000 "
"3,000 "
"1,400 "
"4,250 "
"2,000 "
"1,750 "
"1,235 "
"1,300 "
"2,500 "
"2,000 "
"4,900 "
"3,000 "
"2,500 "
"2,000 "
"2,500 "
1735
"2,500 "
"1,100 "
